Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,season
Pat Connaughton,SF,30,MIL,61,1443,10.0,.531,.765,.097,3.8,16.2,10.2,6.9,1.2,0.6,7.0,13.8,0.7,1.8,2.5,.085,-1.3,0.3,-1.0,0.3,2023
,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Xavier Cooks,PF,27,WAS,10,126,14.3,.586,.036,.357,14.7,18.7,16.8,6.4,2.3,2.7,19.8,13.9,0.1,0.2,0.2,.094,-3.2,-0.4,-3.6,-0.1,2023
Robert Covington,PF,32,LAC,48,779,14.2,.584,.594,.175,4.5,19.2,11.9,10.2,2.4,3.7,11.5,15.6,0.7,1.2,1.9,.117,-0.5,2.1,1.7,0.7,2023
Torrey Craig,PF,32,PHO,79,1948,11.6,.566,.506,.090,8.1,16.3,12.1,7.9,1.3,2.9,12.3,13.0,1.5,2.5,4.0,.098,-1.3,0.7,-0.6,0.7,2023
Jae Crowder,PF,32,MIL,18,340,14.6,.624,.585,.128,5.4,15.3,10.6,10.6,1.7,1.4,6.6,13.2,0.7,0.5,1.2,.165,0.1,1.1,1.2,0.3,2023
Jarrett Culver,SF,23,ATL,10,137,9.5,.452,.279,.302,7.9,22.6,15.2,5.5,2.1,1.2,12.6,17.1,-0.1,0.2,0.0,.014,-4.8,0.6,-4.2,-0.1,2023
Cade Cunningham,PG,21,DET,12,400,14.0,.492,.272,.192,3.2,17.7,10.3,30.7,1.2,1.5,13.8,30.0,-0.4,0.2,-0.1,-0.018,-0.1,-0.6,-0.7,0.1,2023
Seth Curry,SG,32,BRK,61,1211,12.3,.593,.517,.122,1.2,7.9,4.6,11.9,1.5,0.5,9.7,19.2,0.9,0.9,1.8,.070,-1.2,-0.9,-2.1,0.0,2023
Stephen Curry,PG,34,GSW,56,1941,24.1,.656,.564,.248,2.3,16.8,9.7,30.0,1.3,0.9,12.5,31.0,5.8,2.0,7.8,.192,7.5,0.1,7.5,4.7,2023
Dyson Daniels,PG,19,NOP,59,1042,8.8,.503,.413,.192,3.9,16.5,10.2,16.4,2.0,1.0,20.2,11.6,-0.1,1.4,1.3,.061,-3.4,1.6,-1.8,0.0,2023
Anthony Davis,C,29,LAL,56,1904,27.8,.627,.077,.462,11.3,27.6,19.7,13.0,1.5,5.1,9.5,28.4,5.5,3.4,9.0,.226,4.6,1.7,6.3,4.0,2023
Johnny Davis,SG,20,WAS,28,423,7.2,.446,.409,.158,2.7,13.9,8.5,9.2,1.2,1.6,8.5,20.5,-0.6,0.3,-0.3,-0.033,-5.8,-1.7,-7.4,-0.6,2023
Terence Davis,SG,25,SAC,64,841,12.9,.563,.668,.118,2.7,16.1,9.4,11.1,2.4,1.2,12.2,22.2,0.0,0.9,0.9,.054,-1.3,-0.3,-1.5,0.1,2023
JD Davison,SG,20,BOS,12,66,10.1,.478,.368,.105,3.4,11.4,7.4,22.4,1.5,2.6,16.8,15.8,0.0,0.1,0.1,.059,-4.5,0.4,-4.2,0.0,2023
Darius Days,SF,23,HOU,4,25,18.3,.582,.833,.167,4.3,22.2,13.2,6.2,0.0,3.9,0.0,21.4,0.1,0.0,0.1,.156,4.7,-1.2,3.5,0.0,2023
Dewayne Dedmon,C,33,TOT,38,426,15.5,.577,.258,.325,9.1,28.3,18.5,9.5,1.1,4.4,12.7,20.6,0.3,0.7,1.0,.115,-2.6,1.0,-1.6,0.0,2023
Dewayne Dedmon,C,33,MIA,30,350,15.6,.576,.287,.341,9.1,28.1,18.2,7.3,1.0,4.1,11.4,21.2,0.3,0.5,0.8,.115,-2.4,0.6,-1.8,0.0,2023
Dewayne Dedmon,C,33,PHI,8,76,15.5,.579,.091,.227,9.5,29.0,19.4,19.6,1.3,6.1,19.9,17.8,0.0,0.1,0.2,.113,-3.5,2.8,-0.7,0.0,2023
Matthew Dellavedova,PG,32,SAC,32,213,6.7,.443,.540,.140,0.5,6.4,3.5,23.4,1.6,0.0,15.9,12.7,0.0,0.1,0.1,.021,-4.4,-0.8,-5.2,-0.2,2023
DeMar DeRozan,SF,33,CHI,74,2682,20.6,.592,.109,.401,1.5,12.8,7.2,22.3,1.5,1.3,9.1,27.8,5.4,3.2,8.5,.153,1.7,0.3,2.0,2.6,2023
Moussa Diabaté,C,21,LAC,22,195,14.2,.546,.043,.340,18.0,10.8,14.4,2.8,1.8,3.6,14.3,14.1,0.2,0.2,0.4,.105,-1.9,-0.8,-2.8,0.0,2023
Mamadi Diakite,C,26,CLE,22,176,9.0,.560,.420,.040,5.4,14.7,10.0,6.3,1.1,4.7,19.1,16.0,-0.1,0.3,0.2,.051,-4.9,1.6,-3.4,-0.1,2023
Hamidou Diallo,SF,24,DET,56,996,15.7,.593,.056,.395,6.2,15.7,10.8,9.2,2.6,1.4,13.9,21.8,0.4,0.9,1.3,.063,-1.8,0.4,-1.4,0.1,2023
,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Gorgui Dieng,C,33,SAS,31,358,9.9,.493,.641,.111,7.9,25.4,16.3,19.4,0.5,3.2,20.7,17.9,-0.2,0.2,0.0,.001,-4.0,0.1,-3.9,-0.2,2023
Ousmane Dieng,PF,19,OKC,39,569,9.3,.505,.541,.127,3.5,16.5,9.9,10.7,1.2,1.1,12.0,15.9,-0.1,0.6,0.4,.038,-3.1,-0.5,-3.6,-0.2,2023
Spencer Dinwiddie,SG-PG,29,TOT,79,2725,16.0,.573,.467,.314,1.2,10.2,5.7,28.1,1.2,0.8,10.8,22.1,4.5,1.8,6.3,.111,1.6,-0.9,0.7,1.8,2023
Spencer Dinwiddie,SG,29,DAL,53,1808,16.1,.599,.491,.298,1.2,9.4,5.2,23.8,1.1,0.8,10.3,21.9,3.3,1.0,4.3,.114,2.0,-1.2,0.9,1.3,2023
Spencer Dinwiddie,PG,29,BRK,26,917,15.8,.523,.419,.346,1.1,11.7,6.6,36.5,1.5,0.7,11.8,22.5,1.2,0.8,2.0,.103,0.7,-0.5,0.2,0.5,2023
Donte DiVincenzo,SG,26,GSW,72,1894,12.8,.593,.700,.131,4.7,14.0,9.4,17.3,2.4,0.5,16.4,15.1,1.9,2.3,4.2,.106,-0.6,1.3,0.7,1.3,2023
Luka Dončić,PG,23,DAL,66,2391,28.7,.609,.373,.479,2.6,25.4,13.8,42.3,1.9,1.2,11.9,37.6,7.3,2.9,10.2,.204,7.6,1.4,8.9,6.6,2023
Tyler Dorsey,SF,26,DAL,3,8,45.5,.900,.400,.000,14.4,14.7,14.5,0.0,0.0,0.0,0.0,28.3,0.1,0.0,0.1,.367,17.0,0.8,17.8,0.0,2023
Luguentz Dort,SF,23,OKC,74,2272,11.3,.513,.468,.297,5.9,10.4,8.1,9.2,1.6,0.9,8.5,19.8,0.9,2.1,2.9,.062,-2.0,-1.0,-3.0,-0.6,2023
Ayo Dosunmu,SG,23,CHI,80,2098,10.2,.567,.332,.144,2.5,9.3,5.9,13.2,1.4,1.2,14.0,14.9,0.7,2.2,2.9,.067,-3.0,0.6,-2.5,-0.2,2023
Devon Dotson,PG,23,WAS,6,53,4.8,.150,.400,.000,13.1,8.1,10.5,17.6,4.6,0.0,23.1,10.7,-0.1,0.1,0.0,-0.025,-7.0,1.8,-5.3,0.0,2023
Jeff Dowtin,PG,25,TOR,25,259,9.9,.500,.281,.158,2.4,8.0,5.0,15.5,1.7,1.1,7.6,10.9,0.2,0.2,0.4,.076,-2.8,0.9,-1.9,0.0,2023
PJ Dozier,SF,26,SAC,16,79,5.2,.333,.485,.000,1.5,18.7,10.1,16.3,3.6,1.1,13.2,20.6,-0.3,0.1,-0.2,-0.097,-8.6,0.7,-7.8,-0.1,2023
Goran Dragić,PG,36,TOT,58,870,10.3,.514,.433,.134,2.1,8.2,5.2,24.3,0.7,0.4,15.1,21.1,-0.3,0.7,0.4,.025,-2.1,-1.8,-3.9,-0.4,2023
Goran Dragić,PG,36,CHI,51,787,10.2,.514,.428,.137,1.9,7.9,5.0,24.7,0.7,0.5,15.0,21.0,-0.2,0.6,0.4,.023,-2.1,-1.6,-3.7,-0.3,2023
Goran Dragić,PG,36,MIL,7,83,11.4,.516,.472,.111,3.9,10.9,7.5,20.2,1.2,0.0,15.6,22.7,0.0,0.1,0.1,.037,-2.3,-2.9,-5.2,-0.1,2023
Andre Drummond,C,29,CHI,67,849,20.8,.606,.011,.456,18.7,40.2,29.6,5.7,2.6,3.1,18.6,21.0,0.8,2.0,2.8,.159,-1.2,0.5,-0.8,0.3,2023
Chris Duarte,SF,25,IND,46,897,8.6,.496,.523,.216,2.4,11.9,7.1,9.7,1.3,0.9,10.1,19.0,-0.5,0.4,0.0,-0.003,-2.9,-1.6,-4.5,-0.6,2023
David Duke Jr.,SG,23,BRK,23,228,8.3,.497,.154,.218,5.5,8.7,7.1,13.1,2.1,0.4,17.4,20.1,-0.3,0.2,-0.1,-0.011,-6.3,-1.0,-7.3,-0.3,2023
Kris Dunn,PG,28,UTA,22,568,19.1,.606,.167,.245,1.7,17.1,9.5,32.3,2.1,1.5,12.8,20.2,1.3,0.6,1.9,.162,0.7,1.7,2.4,0.6,2023
Kevin Durant,PF,34,TOT,47,1672,25.9,.677,.267,.387,1.2,19.5,10.5,24.5,1.0,3.4,13.4,30.7,4.7,2.1,6.8,.194,6.0,1.2,7.1,3.9,2023
Kevin Durant,PF,34,BRK,39,1403,26.2,.673,.257,.390,1.1,19.4,10.5,25.9,1.1,3.5,13.7,31.5,3.9,1.7,5.7,.194,5.8,1.2,7.0,3.2,2023
Kevin Durant,PF,34,PHO,8,269,24.3,.697,.320,.375,1.2,20.2,10.5,17.3,0.4,3.3,11.8,26.8,0.8,0.3,1.1,.196,7.1,0.9,8.0,0.7,2023
Jalen Duren,C,19,DET,67,1670,17.3,.655,.005,.394,14.7,25.1,19.7,6.8,1.3,3.1,16.5,14.3,2.9,1.6,4.5,.129,-0.4,-0.4,-0.8,0.5,2023
Tari Eason,PF,21,HOU,82,1767,15.2,.525,.261,.220,12.0,18.9,15.4,7.4,2.6,2.6,12.2,19.3,0.9,1.7,2.6,.070,-1.3,-0.4,-1.7,0.1,2023
Anthony Edwards,SG,21,MIN,79,2842,17.4,.564,.375,.274,1.9,15.9,9.0,19.3,2.1,1.8,13.0,29.9,0.2,3.6,3.8,.064,1.0,0.0,1.0,2.1,2023
,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Kessler Edwards,SF,22,TOT,36,385,8.4,.502,.591,.161,6.9,11.1,9.0,7.5,1.7,1.4,11.5,12.7,0.1,0.3,0.4,.048,-3.2,-0.7,-3.9,-0.2,2023
Kessler Edwards,SF,22,BRK,14,79,2.4,.301,.500,.083,8.7,11.1,10.0,3.2,1.9,1.1,13.9,16.2,-0.3,0.1,-0.2,-0.108,-6.7,-3.0,-9.7,-0.2,2023
Kessler Edwards,SF,22,SAC,22,306,10.0,.569,.623,.188,6.4,11.1,8.8,8.5,1.7,1.4,10.8,11.7,0.3,0.2,0.6,.088,-2.3,-0.1,-2.5,0.0,2023
Keon Ellis,SG,23,SAC,16,71,14.0,.629,.750,.438,6.5,6.4,6.4,10.5,3.4,1.2,5.0,12.1,0.2,0.1,0.2,.162,-0.1,1.4,1.3,0.1,2023
Joel Embiid,C,28,PHI,66,2284,31.4,.655,.151,.581,5.9,28.3,17.3,22.9,1.4,4.6,11.9,37.0,8.4,3.9,12.3,.259,6.8,2.3,9.2,6.4,2023
Drew Eubanks,C,25,POR,78,1584,16.2,.666,.054,.374,9.5,20.9,15.2,9.2,1.2,5.7,14.7,12.5,2.9,1.6,4.4,.134,-0.9,0.9,0.1,0.8,2023
Bruno Fernando,C,24,TOT,39,405,16.6,.571,.036,.446,14.5,22.8,18.6,10.8,0.7,8.1,15.7,16.3,0.5,0.4,0.9,.109,-2.8,0.7,-2.0,0.0,2023
Bruno Fernando,C,24,HOU,31,364,16.1,.561,.011,.473,14.3,22.6,18.4,11.6,0.8,8.3,15.1,15.1,0.5,0.4,0.8,.111,-2.8,1.1,-1.7,0.0,2023
Bruno Fernando,C,24,ATL,8,41,20.1,.624,.158,.316,15.8,24.3,20.0,3.7,0.0,6.2,18.8,27.3,0.0,0.0,0.1,.086,-2.6,-2.4,-5.0,0.0,2023
Dorian Finney-Smith,PF,29,TOT,66,2009,9.2,.523,.675,.118,6.5,11.5,9.0,6.7,1.4,1.6,10.5,13.2,0.6,1.6,2.1,.051,-1.7,-0.3,-2.0,0.0,2023
Dorian Finney-Smith,PF,29,DAL,40,1288,10.0,.557,.700,.129,6.0,11.1,8.5,6.3,1.5,1.4,9.9,12.8,0.8,0.9,1.7,.065,-0.9,-0.2,-1.1,0.3,2023
Dorian Finney-Smith,PF,29,BRK,26,721,7.7,.466,.634,.099,7.5,12.3,10.0,7.4,1.2,1.9,11.5,13.9,-0.3,0.7,0.4,.027,-3.3,-0.4,-3.7,-0.3,2023
Malachi Flynn,PG,24,TOR,53,691,8.7,.479,.550,.136,2.3,10.8,6.2,13.7,1.5,0.6,8.9,17.4,0.0,0.5,0.5,.034,-3.3,-0.8,-4.1,-0.4,2023
Simone Fontecchio,SF,27,UTA,52,766,8.0,.495,.612,.141,4.4,7.7,6.1,7.5,0.9,0.9,10.5,20.2,-0.4,0.3,-0.1,-0.004,-3.0,-2.1,-5.2,-0.6,2023
Bryn Forbes,SG,29,MIN,25,268,6.2,.497,.554,.181,1.7,4.5,3.1,8.2,1.2,0.7,11.8,16.2,-0.2,0.2,0.0,.000,-4.8,-1.5,-6.3,-0.3,2023
Trent Forrest,SG,24,ATL,23,277,6.1,.424,.033,.050,2.0,12.8,7.3,16.5,1.2,0.6,19.7,11.6,-0.2,0.2,-0.1,-0.011,-5.3,0.2,-5.1,-0.2,2023
Michael Foster Jr.,PF,20,PHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.010,-7.2,-1.9,-9.2,0.0,2023
Evan Fournier,SG,30,NYK,27,459,6.9,.471,.687,.127,1.0,10.8,5.9,10.6,1.7,0.6,11.2,18.4,-0.3,0.4,0.1,.010,-4.0,0.0,-4.0,-0.2,2023
De'Aaron Fox,PG,25,SAC,73,2435,21.8,.599,.276,.331,1.9,12.4,7.2,29.6,1.6,0.8,10.6,30.1,5.5,1.8,7.4,.146,3.4,-0.9,2.5,2.7,2023
Markelle Fultz,PG,24,ORL,60,1778,16.6,.564,.128,.211,4.4,10.5,7.4,29.8,2.4,1.4,15.8,21.3,1.7,2.0,3.7,.100,-0.1,0.7,0.5,1.2,2023
Wenyen Gabriel,C,25,LAL,68,1024,14.4,.626,.138,.323,12.6,17.2,15.0,4.8,1.2,2.9,13.4,14.1,1.5,1.3,2.8,.132,-2.3,0.1,-2.2,-0.1,2023
Daniel Gafford,C,24,WAS,78,1604,19.7,.739,.000,.473,11.7,18.0,15.0,7.5,1.0,5.2,15.1,15.2,4.2,1.9,6.1,.184,0.4,0.6,1.0,1.2,2023
Darius Garland,PG,23,CLE,69,2447,18.8,.587,.365,.284,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,4.5,3.0,7.6,.148,3.2,-0.7,2.4,2.7,2023
Usman Garuba,C,20,HOU,75,970,12.9,.569,.333,.266,13.4,21.4,17.4,8.8,2.2,2.9,19.2,10.5,0.9,0.9,1.8,.091,-2.0,0.6,-1.4,0.2,2023
Luka Garza,C,24,MIN,28,243,23.0,.652,.336,.448,15.5,13.5,14.5,11.8,0.6,0.7,9.2,26.9,0.9,0.2,1.1,.211,2.2,-2.6,-0.4,0.1,2023
Rudy Gay,PF,36,UTA,56,816,9.0,.475,.453,.171,4.4,17.0,10.8,9.4,1.1,1.9,10.7,17.7,-0.4,0.7,0.3,.018,-3.6,-0.4,-4.0,-0.4,2023
,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Paul George,SF,32,LAC,56,1939,19.6,.588,.424,.293,2.6,17.0,9.9,24.2,2.1,0.9,13.4,29.5,2.3,2.3,4.6,.114,2.4,0.3,2.8,2.3,2023
Taj Gibson,C,37,WAS,49,480,11.4,.585,.192,.336,7.7,13.6,10.8,9.6,1.5,2.1,15.3,15.3,0.4,0.5,0.8,.082,-3.6,0.5,-3.2,-0.1,2023
Josh Giddey,PF,20,OKC,76,2367,17.1,.533,.209,.130,6.6,20.9,13.6,29.9,1.1,1.2,15.1,24.6,1.3,2.7,4.0,.081,1.5,-0.3,1.2,1.9,2023
Shai Gilgeous-Alexander,PG,24,OKC,68,2416,27.2,.626,.122,.535,2.6,12.2,7.3,25.7,2.2,2.5,10.1,32.8,8.4,3.0,11.4,.226,5.7,1.5,7.3,5.6,2023
Anthony Gill,PF,30,WAS,59,624,11.1,.604,.220,.508,6.9,10.6,8.8,7.2,0.5,1.6,8.5,12.3,1.0,0.4,1.3,.101,-2.4,-0.9,-3.3,-0.2,2023
Jacob Gilyard,PG,24,MEM,1,41,7.3,.500,1.000,.000,0.0,10.3,5.2,19.4,3.5,0.0,40.0,5.1,0.0,0.1,0.1,.079,-7.8,1.7,-6.1,0.0,2023
Rudy Gobert,C,30,MIN,70,2148,18.9,.675,.005,.623,12.2,29.8,21.2,5.6,1.2,3.9,14.9,16.3,4.3,3.5,7.8,.174,0.0,0.7,0.7,1.4,2023
Jordan Goodwin,PG,24,WAS,62,1106,14.8,.531,.334,.195,6.0,14.3,10.3,20.8,2.6,2.0,12.9,17.3,0.9,1.3,2.2,.097,-0.7,1.4,0.7,0.8,2023
Aaron Gordon,PF,27,DEN,68,2055,19.5,.617,.227,.413,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,4.6,2.2,6.8,.158,2.4,-0.3,2.1,2.1,2023
Eric Gordon,SG,34,TOT,69,1965,11.8,.587,.545,.265,0.9,6.7,3.8,13.4,1.1,1.2,12.5,17.8,1.8,0.5,2.3,.056,-0.5,-1.4,-1.9,0.1,2023
Eric Gordon,SG,34,HOU,47,1418,11.4,.572,.513,.282,0.9,6.7,3.8,13.8,1.0,1.2,13.4,18.1,1.0,0.1,1.1,.037,-0.9,-1.7,-2.6,-0.2,2023
Eric Gordon,SG,34,LAC,22,547,13.1,.629,.634,.217,0.8,6.7,3.8,12.2,1.2,1.3,9.9,17.0,0.8,0.4,1.2,.105,0.5,-0.5,0.0,0.3,2023
Devonte' Graham,PG,27,TOT,73,1338,12.5,.552,.784,.304,1.6,8.7,5.1,19.4,1.6,1.1,9.8,17.1,1.5,1.0,2.5,.091,0.1,-0.2,-0.1,0.6,2023
Devonte' Graham,PG,27,NOP,53,811,11.8,.545,.823,.255,1.7,8.4,5.0,18.7,1.8,1.2,9.5,15.0,0.9,0.9,1.8,.105,-0.4,0.6,0.2,0.4,2023
Devonte' Graham,PG,27,SAS,20,527,13.6,.559,.740,.360,1.4,9.3,5.2,20.4,1.3,0.9,10.1,20.2,0.6,0.1,0.8,.069,1.0,-1.4,-0.4,0.2,2023
Jerami Grant,PF,28,POR,63,2246,16.0,.606,.393,.375,2.7,11.9,7.2,10.3,1.1,2.1,9.8,22.8,3.1,1.0,4.1,.087,1.2,-1.4,-0.2,1.0,2023
RaiQuan Gray,PF,23,BRK,1,35,15.5,.621,.417,.167,9.9,18.8,14.4,29.0,0.0,2.4,23.7,21.4,0.0,0.0,0.1,.106,-0.6,-1.4,-2.0,0.0,2023
A.J. Green,SG,23,MIL,35,345,11.5,.607,.840,.032,1.9,11.3,6.8,8.7,0.8,0.0,6.6,16.6,0.5,0.3,0.8,.111,-0.3,-0.6,-0.9,0.1,2023
Danny Green,SG,35,TOT,11,138,10.8,.617,.755,.020,2.5,9.1,5.8,6.1,2.2,2.0,16.8,18.9,0.0,0.2,0.2,.059,-2.1,0.2,-1.9,0.0,2023
Danny Green,SG,35,MEM,3,43,-0.2,.409,.727,.000,2.5,7.4,4.9,5.6,1.1,0.0,21.4,13.5,-0.1,0.0,-0.1,-0.061,-7.9,-0.9,-8.8,-0.1,2023
Danny Green,SG,35,CLE,8,95,15.8,.676,.763,.026,2.5,9.9,6.2,6.4,2.6,2.9,15.4,21.4,0.1,0.2,0.2,.114,0.5,0.7,1.2,0.1,2023
Draymond Green,PF,32,GSW,73,2297,12.2,.592,.276,.228,3.2,21.6,12.6,27.8,1.5,2.3,28.1,13.2,1.6,3.1,4.7,.098,-1.8,2.6,0.8,1.6,2023
Jalen Green,SG,20,HOU,76,2602,14.5,.538,.408,.341,1.8,10.3,6.0,17.3,1.1,0.7,11.3,28.1,1.4,0.5,1.8,.034,0.5,-2.6,-2.1,0.0,2023
JaMychal Green,PF,32,GSW,57,797,15.5,.650,.440,.266,10.1,18.0,14.1,8.9,1.5,2.5,15.6,17.5,1.2,1.0,2.2,.133,-0.7,0.2,-0.5,0.3,2023
Javonte Green,SF,29,CHI,32,480,14.5,.646,.324,.417,6.5,14.2,10.4,6.4,2.4,4.2,13.5,13.6,0.6,0.8,1.4,.142,-1.1,2.5,1.4,0.4,2023
Jeff Green,PF,36,DEN,56,1091,11.0,.576,.317,.357,4.1,10.9,7.6,8.3,0.8,1.4,10.8,17.0,0.8,0.8,1.7,.074,-2.4,-1.0,-3.4,-0.4,2023
,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Josh Green,SG,22,DAL,60,1539,11.2,.645,.442,.246,4.1,9.7,6.9,9.7,1.4,0.3,14.5,14.6,1.7,0.9,2.6,.082,-1.9,-0.6,-2.4,-0.2,2023
AJ Griffin,SF,19,ATL,72,1401,12.6,.577,.486,.088,2.9,9.2,6.0,7.0,1.4,0.7,7.1,17.9,1.3,0.9,2.2,.075,-0.3,-0.5,-0.8,0.4,2023
Blake Griffin,C,33,BOS,41,569,13.1,.590,.508,.246,9.2,20.4,14.9,14.2,1.2,1.4,13.2,12.7,1.0,0.8,1.8,.153,-1.4,1.5,0.1,0.3,2023
Quentin Grimes,SG,22,NYK,71,2121,11.7,.619,.676,.163,2.5,9.4,5.9,9.7,1.1,1.2,9.7,14.4,3.2,1.6,4.8,.108,-0.3,0.1,-0.1,1.0,2023
Rui Hachimura,PF,24,TOT,63,1466,13.2,.556,.274,.204,4.1,16.5,10.5,5.8,0.6,1.5,7.7,20.2,0.6,1.3,1.8,.060,-1.3,-1.0,-2.2,-0.1,2023
Rui Hachimura,PF,24,WAS,30,728,13.6,.558,.275,.179,3.0,16.0,9.8,7.3,0.7,1.4,9.3,23.0,0.0,0.5,0.6,.038,-1.2,-1.4,-2.6,-0.1,2023
Rui Hachimura,PF,24,LAL,33,738,12.7,.553,.273,.235,5.1,17.0,11.2,4.4,0.5,1.6,5.6,17.4,0.5,0.7,1.2,.081,-1.4,-0.5,-1.9,0.0,2023
Tyrese Haliburton,PG,22,IND,56,1883,23.6,.624,.478,.239,1.9,10.1,6.0,47.6,2.3,1.1,13.2,23.8,6.4,1.2,7.6,.195,7.0,0.2,7.2,4.4,2023
Jordan Hall,SF,21,SAS,9,83,5.5,.438,.536,.321,3.8,12.3,7.9,17.0,0.6,0.0,18.0,19.4,-0.1,0.0,-0.1,-0.077,-4.7,-2.9,-7.6,-0.1,2023
R.J. Hampton,SG,21,TOT,47,750,10.8,.558,.489,.321,2.6,10.5,6.5,10.4,1.7,1.1,13.4,17.8,0.1,0.5,0.7,.042,-2.3,-0.6,-2.9,-0.2,2023
R.J. Hampton,SG,21,ORL,26,361,12.5,.572,.465,.325,2.8,9.4,6.1,13.4,2.1,1.1,13.9,18.0,0.2,0.4,0.6,.077,-1.5,0.3,-1.2,0.1,2023
R.J. Hampton,SG,21,DET,21,389,9.3,.546,.512,.317,2.5,11.5,6.8,7.5,1.4,1.1,13.0,17.6,-0.1,0.2,0.1,.010,-3.0,-1.4,-4.4,-0.2,2023
Tim Hardaway Jr.,SF,30,DAL,71,2152,12.1,.554,.649,.195,1.1,12.6,6.8,9.0,1.1,0.5,6.1,20.6,1.0,1.3,2.3,.051,-0.3,-1.5,-1.8,0.1,2023
James Harden,PG,33,PHI,58,2135,21.6,.607,.496,.429,2.3,17.1,9.8,43.3,1.6,1.4,16.3,25.0,5.8,2.6,8.4,.188,5.1,0.3,5.4,4.0,2023
Jaden Hardy,SG,20,DAL,48,708,14.6,.571,.468,.237,1.8,13.0,7.3,14.9,1.2,0.9,11.1,26.4,0.2,0.5,0.7,.048,-0.4,-1.9,-2.3,0.0,2023
Ron Harper Jr.,PF,22,TOR,9,48,15.7,.608,.563,.063,6.6,10.2,8.3,11.9,0.0,2.0,0.0,14.6,0.1,0.0,0.2,.158,2.4,-1.2,1.2,0.0,2023
Montrezl Harrell,C,29,PHI,57,681,17.6,.631,.029,.483,11.8,15.7,13.8,7.4,1.2,3.4,12.1,18.9,1.3,0.8,2.2,.153,-0.9,-0.4,-1.3,0.1,2023
Gary Harris,SG,28,ORL,48,1184,10.5,.620,.710,.098,2.0,7.4,4.7,6.9,1.8,1.0,8.0,12.6,1.3,1.1,2.3,.095,-1.4,0.7,-0.7,0.4,2023
Joe Harris,SF,31,BRK,74,1527,10.6,.621,.757,.064,1.7,10.1,6.0,9.1,1.1,0.7,8.3,14.3,1.5,1.1,2.6,.083,-0.6,-0.6,-1.1,0.3,2023
Kevon Harris,SG,25,ORL,34,457,9.2,.564,.402,.383,6.9,10.4,8.7,4.7,1.8,1.1,14.4,13.7,0.2,0.4,0.6,.065,-3.5,-0.1,-3.6,-0.2,2023
Tobias Harris,SF,30,PHI,74,2436,14.8,.602,.383,.153,3.3,17.0,10.3,11.4,1.4,1.5,9.0,18.2,3.1,2.8,5.9,.116,0.6,0.1,0.7,1.7,2023
Shaquille Harrison,SG,29,POR,5,120,17.9,.516,.278,.417,1.0,20.3,10.5,34.9,4.5,1.5,12.3,17.6,0.2,0.2,0.3,.137,-2.5,2.6,0.1,0.1,2023
Josh Hart,SF,27,TOT,76,2454,14.1,.622,.315,.338,6.5,21.0,13.7,16.1,1.8,0.8,16.4,12.6,3.8,2.2,6.0,.118,-0.2,1.1,0.9,1.8,2023
Josh Hart,SF,27,POR,51,1704,12.7,.586,.309,.328,6.4,21.9,14.1,16.0,1.5,0.5,16.0,12.6,2.0,1.2,3.2,.091,-0.9,0.7,-0.2,0.8,2023
Josh Hart,SF,27,NYK,25,750,17.1,.703,.331,.363,6.9,19.0,12.9,16.2,2.2,1.5,17.3,12.6,1.8,1.0,2.8,.179,1.4,2.0,3.4,1.0,2023
Isaiah Hartenstein,C,24,NYK,82,1626,14.2,.567,.113,.217,14.1,22.2,18.1,8.3,1.6,3.7,15.6,11.2,2.2,2.4,4.6,.136,-1.5,1.2,-0.3,0.7,2023
,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Udonis Haslem,C,42,MIA,7,71,6.2,.433,.310,.172,6.4,12.0,9.1,0.0,0.7,2.9,3.1,20.1,-0.1,0.1,0.0,-0.009,-8.2,-3.9,-12.1,-0.2,2023
Sam Hauser,SF,25,BOS,80,1290,12.7,.634,.846,.043,3.0,14.1,8.6,7.6,1.1,1.4,6.9,14.7,1.8,1.6,3.4,.128,0.6,0.4,1.0,1.0,2023
Jaxson Hayes,C,22,NOP,47,610,13.7,.605,.186,.532,7.3,17.3,12.3,7.7,1.6,3.0,13.9,15.7,0.6,0.9,1.5,.118,-2.2,1.0,-1.2,0.1,2023
Killian Hayes,PG,21,DET,76,2154,10.2,.455,.351,.137,1.4,10.2,5.7,32.3,2.3,1.1,16.7,20.5,-1.9,1.4,-0.5,-0.012,-3.3,-0.5,-3.8,-1.0,2023
Gordon Hayward,SF,32,CHO,50,1577,13.5,.563,.275,.274,2.2,12.6,7.3,19.3,1.3,0.7,13.2,20.0,0.8,1.1,2.0,.059,-1.1,-0.3,-1.4,0.2,2023
